Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Latitude,Longitude,user id,product id,Interaction type,Date,Heure,Month
1285,65,Male,Dress,Clothing,93,Arkansas,M,Black,Spring,3.9,No,Express,Yes,Yes,38,PayPal,Fortnightly,35.201,-91.8318,1285.0,d5e6bf99428fb89b63879f84c21f5dc1,view,2023-10-22,08:00:00,2023-10
1317,28,Male,Belt,Accessories,32,Arkansas,S,Lavender,Spring,4.6,No,Standard,Yes,Yes,14,Debit Card,Bi-Weekly,35.201,-91.8318,1317.0,19c638a9b5fc62550e4b32cc857e8b1a,like,2023-11-23,08:00:00,2023-11
1446,64,Male,Belt,Accessories,51,Arkansas,M,Gold,Fall,3.1,No,2-Day Shipping,Yes,Yes,24,Credit Card,Annually,35.201,-91.8318,1446.0,60bfc8f970fcb951b1d6273942c0a290,like,2023-12-13,08:00:00,2023-12
1469,42,Male,Gloves,Accessories,39,Arkansas,S,Silver,Fall,3.9,No,Express,Yes,Yes,46,Cash,Fortnightly,35.201,-91.8318,1469.0,fc26bf9c4f82f38d46b9dccc46718d99,like,2023-03-01,10:00:00,2023-03
1492,27,Male,Shirt,Clothing,54,Arkansas,S,Black,Summer,2.7,No,Free Shipping,Yes,Yes,10,Bank Transfer,Quarterly,35.201,-91.8318,1492.0,c618f9edb15c5723bb9aee6e4cc67dac,view,2023-01-26,10:00:00,2023-01
1545,30,Male,Jewelry,Accessories,24,Arkansas,M,Maroon,Spring,3.9,No,Standard,Yes,Yes,17,Debit Card,Bi-Weekly,35.201,-91.8318,1545.0,16187c1c34fca2e2d84976a27af3a3fd,view,2023-11-24,08:00:00,2023-11
1551,66,Male,Sunglasses,Accessories,26,Arkansas,S,Black,Summer,2.8,No,Free Shipping,Yes,Yes,40,Bank Transfer,Quarterly,35.201,-91.8318,1551.0,8c6ad9bf877d898db059c068065559e4,purchase,2023-11-30,08:00:00,2023-11
1612,41,Male,Pants,Clothing,26,Arkansas,L,Yellow,Winter,4.5,No,Next Day Air,Yes,Yes,6,Debit Card,Monthly,35.201,-91.8318,1612.0,1bc312e88f2391e0dc70aaec5061519c,view,2023-10-13,08:00:00,2023-10
1651,60,Male,Scarf,Accessories,36,Arkansas,M,Silver,Winter,3.4,No,Next Day Air,Yes,Yes,46,Credit Card,Fortnightly,35.201,-91.8318,1651.0,aa14beffe48646cb3b81b9a1d0d1e8de,like,2023-11-21,08:00:00,2023-11
1667,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,No,Store Pickup,Yes,Yes,47,PayPal,Annually,35.201,-91.8318,1667.0,66ef8e556a75088f9daa10dd2ad6f952,view,2023-07-12,08:00:00,2023-07
1684,23,Male,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,No,Next Day Air,No,No,37,Venmo,Quarterly,35.201,-91.8318,1684.0,8c8a223f66e47e0de41b59823f541d3b,like,2023-12-24,08:00:00,2023-12
1711,19,Male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,No,Store Pickup,No,No,7,Credit Card,Quarterly,35.201,-91.8318,1711.0,ae1147825ea16124bf61f5428c4ad964,purchase,2023-01-18,10:00:00,2023-01
1887,18,Male,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,No,Next Day Air,No,No,46,Cash,Bi-Weekly,35.201,-91.8318,1887.0,855d7bf052e6b413b65158fd4678e351,view,2023-07-13,10:00:00,2023-07
1945,30,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Free Shipping,No,No,49,Cash,Every 3 Months,35.201,-91.8318,1945.0,9622ac7b979f2394de2abc73f338655d,like,2023-06-12,08:00:00,2023-06
1951,43,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Free Shipping,No,No,26,PayPal,Every 3 Months,35.201,-91.8318,1951.0,5cc9a9edf05f98ac19605c5d1e915125,purchase,2023-12-12,08:00:00,2023-12
1987,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,No,No,14,Venmo,Quarterly,35.201,-91.8318,1987.0,96adab4bd00405d2dac0d2a9fd75f52d,purchase,2023-01-15,10:00:00,2023-01
1994,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Express,No,No,17,Cash,Weekly,35.201,-91.8318,1994.0,b081ebf3d3a6246138788b8039995d54,purchase,2023-01-22,10:00:00,2023-01
2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,No,20,Bank Transfer,Weekly,35.201,-91.8318,2019.0,085427cd553af7caa73e09ca3f1317ee,like,2023-01-11,08:00:00,2023-01
2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,No,No,39,PayPal,Weekly,35.201,-91.8318,2025.0,d3ac7ddcbed71321dc3dfd0dd43128f2,purchase,2023-07-11,08:00:00,2023-07
2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,No,No,35,Credit Card,Fortnightly,35.201,-91.8318,2039.0,5939554ab1cdafff1188eb7dbcad8360,like,2023-11-21,08:00:00,2023-11
2065,31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,2-Day Shipping,No,No,5,Bank Transfer,Monthly,35.201,-91.8318,2065.0,441bac7ee7f4edf30dede86e6b116126,purchase,2023-12-17,08:00:00,2023-12
2083,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,No,No,28,Venmo,Every 3 Months,35.201,-91.8318,2083.0,3a63d73dba46b65fb2017d4039b0a733,like,2023-02-01,10:00:00,2023-02
2144,53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly,35.201,-91.8318,2144.0,4134d5a945b4cc15b941f997f9c2df9c,like,2023-04-03,10:00:00,2023-04
2474,57,Male,Socks,Clothing,98,Arkansas,M,Red,Winter,2.6,No,Next Day Air,No,No,28,Cash,Quarterly,35.201,-91.8318,2474.0,a8eb9ab65e7f0239ff579b630f27f966,purchase,2023-10-20,08:00:00,2023-10
2543,61,Male,Jewelry,Accessories,22,Arkansas,M,White,Winter,3.7,No,Express,No,No,27,PayPal,Annually,35.201,-91.8318,2543.0,4c5af837a95a7e79c758c160cce8123d,like,2023-12-28,08:00:00,2023-12
2610,66,Male,Backpack,Accessories,95,Arkansas,M,Black,Summer,3.0,No,Store Pickup,No,No,18,Debit Card,Bi-Weekly,35.201,-91.8318,2610.0,46292beadb6156f3a8b5daf83d1ae0f5,like,2023-03-03,10:00:00,2023-03
2801,70,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,No,Free Shipping,No,No,14,Cash,Bi-Weekly,35.201,-91.8318,2801.0,0cf29f6f1f7d5bd1053198706dc24e23,like,2023-10-09,10:00:00,2023-10
2810,66,Female,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,3.0,No,Standard,No,No,27,Debit Card,Quarterly,35.201,-91.8318,2810.0,1e89a59b37c64d0245be4b8411652be1,purchase,2023-09-19,10:00:00,2023-09
2834,43,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,No,Free Shipping,No,No,19,Cash,Monthly,35.201,-91.8318,2834.0,6048f7edc0e7a49f2f16f4369bace9ea,view,2023-10-24,08:00:00,2023-10
2885,55,Female,Boots,Footwear,50,Arkansas,M,Purple,Summer,3.4,No,2-Day Shipping,No,No,47,Credit Card,Every 3 Months,35.201,-91.8318,2885.0,34e61951485765f20be86ade52af2bc1,view,2023-12-14,08:00:00,2023-12
2952,47,Female,Scarf,Accessories,99,Arkansas,L,Maroon,Fall,4.6,No,Free Shipping,No,No,14,Cash,Weekly,35.201,-91.8318,2952.0,5e30320be0e31072de185707a2433f2f,purchase,2023-02-11,08:00:00,2023-02
12,30,Male,Shorts,Clothing,68,Hawaii,S,Olive,Winter,4.9,Yes,Store Pickup,Yes,Yes,10,Bank Transfer,Fortnightly,20.7961,-156.3319,12.0,c5f4c94653a3befd8dd16adf2914c04e,view,2023-10-21,08:00:00,2023-10
74,48,Male,Pants,Clothing,85,Hawaii,M,Teal,Spring,2.7,Yes,Free Shipping,Yes,Yes,43,Bank Transfer,Bi-Weekly,20.7961,-156.3319,74.0,7b3118bcb208e06362ff2eb42d5b9b3c,purchase,2023-12-22,08:00:00,2023-12
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually,20.7961,-156.3319,174.0,5ec9d590a90fce754b08cc415627ef07,purchase,2023-12-13,08:00:00,2023-12
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Express,Yes,Yes,40,Cash,Fortnightly,20.7961,-156.3319,185.0,49a72f6326b0e800e35de10585b53b97,purchase,2023-12-24,08:00:00,2023-12
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,Yes,25,PayPal,Weekly,20.7961,-156.3319,206.0,0c5298272cf8b8c881bfba43f0f9821a,view,2023-12-01,10:00:00,2023-12
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,20.7961,-156.3319,215.0,69d94b2a9fd2f8d6af37bf84f5867d1b,purchase,2023-01-21,10:00:00,2023-01
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,20.7961,-156.3319,233.0,81dfc6db189d68b3e9df6c52e6c05b5e,view,2023-08-02,10:00:00,2023-08
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually,20.7961,-156.3319,263.0,466d00b55d13e340fa2738697e795259,view,2023-10-03,10:00:00,2023-10
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually,20.7961,-156.3319,279.0,40ba2b8894421bb803d20811e37e08bc,view,2023-03-26,10:00:00,2023-03
444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,Free Shipping,Yes,Yes,24,PayPal,Annually,20.7961,-156.3319,444.0,7c9baddfec5619a1e8221383500f7d38,purchase,2023-07-09,10:00:00,2023-07
512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,Free Shipping,Yes,Yes,8,PayPal,Annually,20.7961,-156.3319,512.0,c8b3cd29605c96af3a868423ac952842,purchase,2023-12-11,08:00:00,2023-12
669,49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,35,Bank Transfer,Monthly,20.7961,-156.3319,669.0,106179e8b546df90238b1a3661f3c7eb,purchase,2022-12-28,10:00:00,2022-12
772,22,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly,20.7961,-156.3319,772.0,d142b81a7958b067003bbb589022ba14,like,2022-12-29,10:00:00,2022-12
783,28,Male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly,20.7961,-156.3319,783.0,5437db4c4dafb347df2c36204b9b3917,like,2023-10-13,08:00:00,2023-10
872,47,Male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45,Debit Card,Quarterly,20.7961,-156.3319,872.0,9bbba85ef78707b297b609dea181b164,like,2023-08-01,10:00:00,2023-08
885,67,Male,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly,20.7961,-156.3319,885.0,754e9101ec37ebdf7dc3f44f74a6afe0,view,2023-10-20,08:00:00,2023-10
1037,68,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly,20.7961,-156.3319,1037.0,49440a80718767333cdf554943c69889,view,2023-10-20,08:00:00,2023-10
1044,28,Male,Jeans,Clothing,76,Hawaii,M,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly,20.7961,-156.3319,1044.0,1df806852edf8027f683a6fbaa961455,like,2023-10-27,08:00:00,2023-10
1117,67,Male,Backpack,Accessories,96,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,Yes,39,PayPal,Fortnightly,20.7961,-156.3319,1117.0,0b5d6c15d46bbfaf0b977d760e491525,purchase,2023-06-01,10:00:00,2023-06
1157,20,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.8,No,Express,Yes,Yes,6,Venmo,Every 3 Months,20.7961,-156.3319,1157.0,07a08795e7bca5e34f959cae28139e96,purchase,2023-10-31,08:00:00,2023-10
1242,58,Male,Hoodie,Clothing,51,Hawaii,XL,Pink,Winter,3.1,No,Express,Yes,Yes,34,Credit Card,Weekly,20.7961,-156.3319,1242.0,f9a2873124c9de1b0aeb1cdb2b602557,purchase,2023-01-22,10:00:00,2023-01
1310,32,Male,Blouse,Clothing,21,Hawaii,L,Lavender,Summer,4.7,No,Store Pickup,Yes,Yes,41,Cash,Quarterly,20.7961,-156.3319,1310.0,bd956dcf431565e9c80af3b3ff4790c3,view,2023-11-16,08:00:00,2023-11
1489,23,Male,Hat,Accessories,44,Hawaii,L,Pink,Winter,4.0,No,Standard,Yes,Yes,37,Credit Card,Weekly,20.7961,-156.3319,1489.0,0ddbb00bf8d97c0a414499d4af334d67,like,2023-01-23,10:00:00,2023-01
1540,32,Male,Belt,Accessories,55,Hawaii,M,Turquoise,Spring,5.0,No,2-Day Shipping,Yes,Yes,19,Cash,Every 3 Months,20.7961,-156.3319,1540.0,76a211abbd92633e0d0aa8155a36ccbc,like,2023-11-19,08:00:00,2023-11
1543,59,Male,Blouse,Clothing,44,Hawaii,M,Maroon,Winter,3.5,No,Next Day Air,Yes,Yes,43,PayPal,Weekly,20.7961,-156.3319,1543.0,d807995a4d28f4d512c6b02a8b8fe4c1,view,2023-11-22,08:00:00,2023-11
1570,20,Male,Skirt,Clothing,63,Hawaii,M,Orange,Summer,2.9,No,Standard,Yes,Yes,29,Debit Card,Weekly,20.7961,-156.3319,1570.0,e0bbc1e8cffea2cec72c92fd1659920c,view,2023-12-19,08:00:00,2023-12
1583,28,Male,Belt,Accessories,41,Hawaii,L,Red,Spring,2.5,No,Next Day Air,Yes,Yes,39,Cash,Monthly,20.7961,-156.3319,1583.0,feb0c12463d8de217ef03d9339c33096,like,2022-12-30,10:00:00,2022-12
1585,41,Male,Blouse,Clothing,95,Hawaii,S,Silver,Spring,3.1,No,Store Pickup,Yes,Yes,46,Credit Card,Quarterly,20.7961,-156.3319,1585.0,33db67f11ae74ba74ed8e0d06a48cd72,view,2023-01-01,10:00:00,2023-01
1620,57,Male,Handbag,Accessories,78,Hawaii,L,Beige,Winter,3.5,No,Store Pickup,Yes,Yes,50,Venmo,Bi-Weekly,20.7961,-156.3319,1620.0,4afe1c5802d16348ac7c04edd09bdb36,like,2023-10-21,08:00:00,2023-10
1648,34,Male,Boots,Footwear,78,Hawaii,M,Purple,Summer,4.9,No,Store Pickup,Yes,Yes,8,Debit Card,Quarterly,20.7961,-156.3319,1648.0,1cf5e185b18561a7530e56512451ae4f,like,2023-11-18,08:00:00,2023-11
1674,21,Male,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly,20.7961,-156.3319,1674.0,ab3c727be2c980ede83500041d149d63,like,2023-12-14,08:00:00,2023-12
1718,29,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,No,Express,No,No,16,Debit Card,Bi-Weekly,20.7961,-156.3319,1718.0,accf146918af6ac1474591888aff19c6,view,2023-01-25,10:00:00,2023-01
1762,21,Male,Hoodie,Clothing,95,Hawaii,S,Green,Fall,4.9,No,2-Day Shipping,No,No,24,Cash,Weekly,20.7961,-156.3319,1762.0,a65b30d13c41a5d010242d057787bcb6,like,2023-10-03,10:00:00,2023-10
1773,58,Male,Shoes,Footwear,34,Hawaii,M,Gold,Summer,3.1,No,2-Day Shipping,No,No,1,Bank Transfer,Annually,20.7961,-156.3319,1773.0,3930c11de67f9151fd2ec26d41ba7341,like,2023-03-21,10:00:00,2023-03
1891,36,Male,Sunglasses,Accessories,57,Hawaii,M,Lavender,Spring,3.4,No,Store Pickup,No,No,5,Credit Card,Weekly,20.7961,-156.3319,1891.0,76162e2b47c6624e928e55b12ac30b9a,view,2023-10-13,08:00:00,2023-10
1918,38,Male,Skirt,Clothing,71,Hawaii,L,Black,Winter,3.4,No,Free Shipping,No,No,35,PayPal,Bi-Weekly,20.7961,-156.3319,1918.0,b6db520b0b16a21614108808dd5ff6c9,like,2023-09-11,08:00:00,2023-09
1930,59,Male,Jeans,Clothing,33,Hawaii,L,Brown,Fall,4.7,No,Standard,No,No,46,Venmo,Quarterly,20.7961,-156.3319,1930.0,6c16f24a7ab3b12bdfbd02bb37fc281d,like,2023-11-21,08:00:00,2023-11
2079,49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Next Day Air,No,No,40,Debit Card,Weekly,20.7961,-156.3319,2079.0,c8bc973c51a067aa1fc9166ce1c7dfce,like,2022-12-29,10:00:00,2022-12
2150,38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Standard,No,No,1,Bank Transfer,Weekly,20.7961,-156.3319,2150.0,3f7feab4de5e72aebe4e8405ebbf4273,purchase,2023-10-03,10:00:00,2023-10
2156,32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,No,46,PayPal,Monthly,20.7961,-156.3319,2156.0,65ef0847a0d146880a0e05d3e22955dc,purchase,2023-03-16,10:00:00,2023-03
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly,20.7961,-156.3319,2182.0,bbd75a67f881398d1ee0df276ac6e65e,view,2023-11-04,10:00:00,2023-11
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly,20.7961,-156.3319,2214.0,2b0a33cd262ac1ee0cef29d672610674,purchase,2023-05-13,10:00:00,2023-05
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months,20.7961,-156.3319,2247.0,52c3aafbb6d35a656aa21996d1d200de,like,2023-06-15,10:00:00,2023-06
2351,57,Male,Shoes,Footwear,26,Hawaii,M,Turquoise,Winter,4.2,No,Free Shipping,No,No,21,Cash,Annually,20.7961,-156.3319,2351.0,e2eef537deb7d16680bbaee3451b2ca4,like,2023-09-27,10:00:00,2023-09
2409,23,Male,Sneakers,Footwear,55,Hawaii,XL,Black,Fall,4.2,No,Next Day Air,No,No,44,Debit Card,Every 3 Months,20.7961,-156.3319,2409.0,688395bec3dd1797d15119b5b14a631c,purchase,2023-03-12,08:00:00,2023-03
2416,21,Male,Coat,Outerwear,34,Hawaii,XL,Lavender,Fall,4.3,No,Standard,No,No,30,Bank Transfer,Weekly,20.7961,-156.3319,2416.0,affefda040b0ba617898773f773d356a,purchase,2023-10-12,08:00:00,2023-10
2433,59,Male,Jacket,Outerwear,66,Hawaii,M,Peach,Winter,2.8,No,Store Pickup,No,No,43,Venmo,Monthly,20.7961,-156.3319,2433.0,b9449ffbe82c1e6821caedc5230e9399,view,2023-12-27,08:00:00,2023-12
2436,21,Male,Sneakers,Footwear,27,Hawaii,S,Black,Fall,4.5,No,Free Shipping,No,No,29,Cash,Bi-Weekly,20.7961,-156.3319,2436.0,83fe3b2fb022b6e5512dea5969e4c152,purchase,2022-12-28,10:00:00,2022-12
2639,22,Male,Shirt,Clothing,34,Hawaii,S,Black,Spring,4.2,No,Store Pickup,No,No,35,Credit Card,Annually,20.7961,-156.3319,2639.0,88277e855d6c9b02649ac00086394d22,purchase,2023-01-04,10:00:00,2023-01
2694,55,Female,Boots,Footwear,70,Hawaii,L,Lavender,Summer,2.6,No,Standard,No,No,46,Cash,Quarterly,20.7961,-156.3319,2694.0,be00096ecc23de4bafd09a3e62f9e7d3,view,2023-05-26,10:00:00,2023-05
2803,22,Female,Coat,Outerwear,100,Hawaii,L,Red,Fall,3.1,No,Store Pickup,No,No,42,Credit Card,Fortnightly,20.7961,-156.3319,2803.0,f5cb073b053be16e635c286e83a94ea8,like,2023-12-09,10:00:00,2023-12
2863,68,Female,Coat,Outerwear,75,Hawaii,S,Violet,Summer,4.7,No,Store Pickup,No,No,5,Bank Transfer,Every 3 Months,20.7961,-156.3319,2863.0,35ada28e9bdbd5fe8a36224b4eb47371,like,2023-11-22,08:00:00,2023-11
2943,54,Female,Socks,Clothing,63,Hawaii,M,Brown,Summer,2.6,No,Free Shipping,No,No,37,Bank Transfer,Weekly,20.7961,-156.3319,2943.0,0485d7625baa38e68b58686ffa078d2f,purchase,2023-10-24,08:00:00,2023-10
2947,38,Female,Pants,Clothing,77,Hawaii,L,Purple,Spring,2.8,No,Free Shipping,No,No,29,Bank Transfer,Quarterly,20.7961,-156.3319,2947.0,348b9d8cb1c1a531faf65a641e0ad0f9,like,2023-10-28,08:00:00,2023-10
2986,46,Female,Belt,Accessories,36,Hawaii,S,Teal,Summer,3.0,No,Express,No,No,21,Cash,Bi-Weekly,20.7961,-156.3319,2986.0,8bfd5537747166f974eadd65d722f9c9,view,2023-06-12,08:00:00,2023-06
13,61,Male,Coat,Outerwear,72,Delaware,M,Gold,Winter,4.5,Yes,Express,Yes,Yes,37,Venmo,Fortnightly,39.3185,-75.5071,13.0,615ba903c134f439eaf8cdd1678ceb5c,like,2023-10-22,08:00:00,2023-10
77,50,Male,Hat,Accessories,43,Delaware,S,Teal,Summer,4.2,Yes,Free Shipping,Yes,Yes,32,Venmo,Monthly,39.3185,-75.5071,77.0,7254b59eae7dbde82de2eb3a5b9c8c39,like,2023-12-25,08:00:00,2023-12
78,22,Male,Dress,Clothing,53,Delaware,L,Gold,Summer,3.3,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,39.3185,-75.5071,78.0,7d223d7689e145d8d69392167b122a13,view,2023-12-26,08:00:00,2023-12
97,32,Male,Gloves,Accessories,73,Delaware,S,Gold,Spring,3.6,Yes,Express,Yes,Yes,43,Venmo,Every 3 Months,39.3185,-75.5071,97.0,10e74e9a2789a22f0ec2c123456edf67,like,2023-12-01,10:00:00,2023-12
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,Yes,14,PayPal,Monthly,39.3185,-75.5071,150.0,2bf16bce01f0ab06c0541be020568640,view,2023-11-19,08:00:00,2023-11
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,39.3185,-75.5071,165.0,0c9eb56d53ae22e149e1a74b1e26e2aa,like,2023-04-12,08:00:00,2023-04
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly,39.3185,-75.5071,167.0,44af50aecebcfbca03654d2ab92aac6b,purchase,2023-06-12,08:00:00,2023-06
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,39.3185,-75.5071,242.0,4113d917ad2aebb11bda8be942af8c8f,purchase,2023-02-17,10:00:00,2023-02
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,39.3185,-75.5071,253.0,339800b086da34a39a9ae4c4c5a02f48,view,2023-02-28,10:00:00,2023-02
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,39.3185,-75.5071,288.0,2e2d46cee23bf6e46bcfc3202be60176,purchase,2023-04-04,10:00:00,2023-04
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,39.3185,-75.5071,292.0,467d2e5a3a63120804e28b928cff426c,like,2023-08-04,10:00:00,2023-08
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,39.3185,-75.5071,298.0,193bbc5ac833527b38df3f6c88acdb56,purchase,2023-04-14,10:00:00,2023-04
303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months,39.3185,-75.5071,303.0,5c987de5f8692ccd546aa3785645e6eb,like,2023-04-19,10:00:00,2023-04
405,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Store Pickup,Yes,Yes,11,Credit Card,Monthly,39.3185,-75.5071,405.0,b895173a5ad0ec3f370777cf0953b52e,purchase,2023-07-30,10:00:00,2023-07
510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,Free Shipping,Yes,Yes,17,Debit Card,Weekly,39.3185,-75.5071,510.0,cec948582e096cc23f0c63a25c80419f,view,2023-10-11,08:00:00,2023-10
524,46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,4.9,Yes,Express,Yes,Yes,5,PayPal,Quarterly,39.3185,-75.5071,524.0,e2f0fdf2a00e656d9adaa5e3080c7ec8,view,2023-11-24,08:00:00,2023-11
596,30,Male,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,Yes,Next Day Air,Yes,Yes,47,PayPal,Quarterly,39.3185,-75.5071,596.0,e90a33df4d9b1e018a14d688bff39092,like,2023-10-18,08:00:00,2023-10
609,41,Male,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,Yes,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months,39.3185,-75.5071,609.0,6eb080a2fb050a168259b81c4085cbfb,view,2023-10-31,08:00:00,2023-10
626,49,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4.0,Yes,Next Day Air,Yes,Yes,1,Venmo,Weekly,39.3185,-75.5071,626.0,d98e9bf18765a085ff00824b2b01c8e3,like,2023-11-17,08:00:00,2023-11
650,53,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months,39.3185,-75.5071,650.0,8b2831c6c51d3ea6da51024c8a40debc,view,2023-11-12,08:00:00,2023-11
716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37,Debit Card,Quarterly,39.3185,-75.5071,716.0,191f6783c92e290843244190c68029dd,purchase,2023-05-11,08:00:00,2023-05
770,52,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,39.3185,-75.5071,770.0,02219a2cea8568b829119faeb89a018a,purchase,2023-01-01,00:00:00,2023-01
803,38,Male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly,39.3185,-75.5071,803.0,74127b66edaeae96f9f8fb8e2128acf4,view,2023-02-11,08:00:00,2023-02
